C:\Program Files\nodejs\node.exe --max-old-space-size=4096 .\main.js
Shape Processing Unit 0.2.0
Thu Jul 08 2021 09:00:39 GMT-0700 (Pacific Daylight Time)

Searching for shapes...
11ff ["ICUSLCII2SSO","ICUSRCII3SSO","ICUSRCII2SSO","ICRCRSII2SSO"]
1211 ["ICRISC2SUSLCO","ICLISC2SUSRCO","ICLISC2SUSRCLO","ICLISC2SUSRCUO","ICLISC2SUSRCRO","ICRISC2SUSRCXO","ICRISC2SUSLCLO","ICRISC2SUSLCRO"]
1212 ["ICICRSISCSSRCO","ICICLSISCSSLCO","ICICRSISCSSRCLO","ICICRSISCSSRCUO","ICICRSISCSSRCRO","ICICLSISCSSRCXO","ICICLSISCSSLCLO","ICICLSISCSSLCRO"]
1213 ["IICRSSISCSRCO","IICLSSISCSLCO","IICRSSISCSRCLO","IICRSSISCSRCUO","IICRSSISCSRCRO","IICLSSISCSRCXO","IICLSSISCSLCLO","IICLSSISCSLCRO"]
121f ["ICRSISCSLCI2SO","ICRSISCSRCI1SO","ICLSISCSLCI1SO","ICLSISCSRCI2SO","ICRSISCSRCRI1SO","ICRSISCSRCLI1SO","ICLSISCSRCI2SLO","ICLSISCSRCI2SRO"]
1221 ["ICISCR2SCLSSRCO","ICISCL2SCRSSLCO"]
1222 ["ICR1SC1RSCUSO","ICLSRCRSC1USO","ICLCRSSLCRSO","ICLCRSSRC1RSO","ICRCLSSRCLSO","ICRSRC1LSCUSO","ICRCLSSRCLSUO","ICRSLCLSC1USO"]
1223 ["ICRCISCSRCUSO","ICRCICLSSCUSO","ICRSCISCSLSUCO","ICRCICLSSCUSUO","ICRCICLSSCUSLO","ICRCICLSSCUSRO","ICRCISCSRCUSLO","ICRCISCSRCUSRO"]
1226 ["ICRCISCSLSCXRSO","ICLCISCSRSCXLSO"]
1227 ["ICRCISCSRCUSRSO","ICRCICLSSCUSUSO","ICLCISCSLCUSLSO","ICLCICRSSCUSUSO"]
122b ["ICRC1ISCSRCUSSO","ICRCISCSRCUSUSO","ICRCICLSSCUSRSO","ICLC1ISCSLCUSSO","ICLCISCSRC1USSO","ICLCICRSSCUSLSO","ICICRCLSSRCLSSO","ICICLCRSSLCRSSO"]
122f ["ICRCISCSLSCI2SO","ICRISC2SSRCI1SO","ICUSLICLSSCI1SO","ICLCISCSRSCI2SO"]
1231 ["ICLCIC3SSLCUSO","ICRCIC3SSRCUSO","ICRSLCIC3SSRSCO","ICRSISCLC2SSRCO","ICRCIC3SSRCUSLO","ICRCIC3SSRCUSRO","ICLCIC3SSLCUSLO","ICLCIC3SSLCUSRO"]
1232 ["ICLISC2SRSUCO","ICRISC2SLSUCO","ICRISC2SLSUCLO","ICRISC2SLSCXO","ICRISC2SLSUCRO","ICLISC2SRSCXO","ICLISC2SRSUCLO","ICLISC2SRSUCRO"]
1233 ["ICRSCSICXRSCUSO","ICRSCISC2SRCUSO","IISICRCLSSSRCO","IISICLCRSSSLCO","IISICRCLSSSRCLO","IISICRCLSSSRCRO","IISICLCRSSSLCLO","IISICLCRSSSLCRO"]
1235 ["ICRCIC3SSRCUSSO","ICLCIC3SSLCUSSO"]
123f ["IC1RSICRSSCI1SO","IC1LSICLSSCI1SO","ICRSIC1RSSCI2SO","ICRICLSSUSCI2SO"]
1262 ["ICLCIC3SSLCRSO","ICRCIC3SSRCLSO","ICRCIC3SSRCLSLO","ICRCIC3SSRCLSUO","ICRCIC3SSRCLSRO","ICLCIC3SSRC1RSO","ICLCIC3SSRCL1SO","ICLCIC3SSLCRSLO"]
1264 ["ICLISC2SRCXLSO","ICRISC2SLCXRSO","ICRISC2SRC2R1SO","ICRISC2SLC2L2SO","ICRISC2SLCXRSUO","ICLISC2SRC2R2SO","ICLISC2SRCXLSLO","ICLISC2SRCXLSUO"]
1266 ["ICRSCSICXRSCRSO","ICRSCISC2SRCLSO","ICRCISCSLSC1LSO","ICRCISCSLSCR1SO","ICRICLSSCRSRCSO","ICRICLSSCRSLCSO","ICLCISCSRSC1RSO","ICLICRSSCLSRCSO"]
126a ["ICRCIC3SSRCLSSO","ICLCIC3SSLCRSSO"]
12af ["ICRSCISCSLSCSO","ICRSCISCSLSUCSO","ICRSCISCSLSCSLO","ICRSCISCSLSCSRO","ICLSCISCSRSCSO","ICLSCISCSRSUCSO","ICLSCISCSRSCSLO","ICLSCISCSRSCSRO"]
12bb ["ICRCISCL2SSSCSO","ICLCISCR2SSSCSO"]
12be ["ICRISC2SLSUCSO","ICLISC2SRSCSO","ICLISC2SRSUCSO","ICRISC2SLSCSO","ICLISC2SRSCSLO","ICLISC2SRSCSRO","ICRISC2SLSCSLO","ICRISC2SLSCSRO"]
12eb ["ICRISC2SRCUSUSO","ICLISC2SRC1USSO"]
12f3 ["ICIICR3SSLCXSSO","ICIICL3SSRCXSSO"]
12fc ["ICRICLSSC2I2SSO","ICLICRSSC2I2SSO"]
12ff ["ICRSLCLSCII3SSO","ICRCLSSRCII2SSO","ICLSRCRSCII3SSO","ICLCRSSLCII2SSO"]
1311 ["ICUSRISC1RSO","ICRI1SCRSLCO","ICUSLISCRSO","ICUSRISCLSO","ICUSRISCLSRO","ICUSRISCLSLO","ICUSRISCL1SO","ICUSLISCRSLO"]
1312 ["ICRSICLSSUCUSO","ICRSLCLSISCLSO","ICRSLCLSISCLSLO","ICLSICRSSC1USO","ICRSLCLSISCLSRO","ICRSICLSSC1USO","ICRSICLSSUCUSLO","ICRSICLSSUCUSRO"]
1313 ["ICRSISCRSO","ICLSISCLSO","ICLSISCLSLO","ICRSISCRSLO","ICRSISCRSRO","ICLSISCLSRO","ICRSISCRSUO","ICLSISCLSUO"]
1315 ["IC1RSCRISC1LSSO","ICLI1SCLSRCRSO","ICRSISCR1SCLSO","ICRSC1RISCLSSO","IC1LSCRISCRSUSO","ICRI1SCRSLCLSO","ICRSC1RISCLSSLO","ICRSISCR1SC1RSO"]
1317 ["IC1ISC1RSCLSSO","IC1ISC1LSCRSSO","ICISCRSC1LSSO","ICISCLSC1RSSO","ICISCRSC2SR1SO","ICISCRSC1LSSLO","ICISCLSC1RSSRO","ICISCLSC2SL1SO"]
1318 ["ICRCISCSLCLSO","ICLCISCSRCRSO","ICLCISCSRCRSLO","ICRCICLSSC1RSO","ICRCICLSSCL1SO","ICRCISCSRC1LSO","ICRCISCSRCR1SO","ICRCISCSLCLSRO"]
1319 ["ICRI1SCRSO","ICRI1SCRSLO","ICRI1SCRSUO","ICRI1SCRSRO","ICLI1SCLSRO","ICLI1SCLSO","ICRI1SCR1SO","ICRI1SC1LSO"]
131a ["ICRC1ISCSLCRSSO","ICRCISCSRC1LSSO","ICRCICLSSCL1SSO","ICLC1ISCSRCLSSO","ICLCISCSRCRSUSO","ICLCICRSSCR1SSO"]
131b ["ICLCI3SRCLSSO","IICRSSRCLSCSO","IICR1SSCRSCSO","ICRCI3SRCLSRSO","ICRCI3SLCRSSO","ICRCI3SLCRSSLO","ICLCI3SRCLSSUO","ICRCI3SLCRSSUO"]
131c ["ICRCISCSLCLSRSO","ICRCICLSSC1RSSO","ICLCISCSRCRSLSO","ICLCICRSSC1LSSO"]
131d ["ICRCI3SRCLSSO","ICLCI3SLCRSSO","IC1ISCLSLCRSSO","ICRI1SCRSLC2SO","ICLCI3SLCRSSUO","IC1ISCRSRCLSSO","ICRCI3SRCLSSRO","ICRCI3SRCLSSUO"]
131f ["IICRSRCLSSO","ICI2SLCRSSLO","ICI2SLCRSSO","IICR1SCRSSO","IICRSC1LSSO","ICI2SRCLSSRO","ICI2SRCLSSO","IICLSC1RSSO"]
1321 ["ICRCISCSLCUSO","ICLCISCSRCUSO","ICRSISISCSRCO","ICRSISISCSRCLO","ICRSISISCSRCRO","ICLSISISCSLCRO","ICLSISISCSLCO","ICLSISISCSLCLO"]
1322 ["ICUSRISCUSRO","ICUSRISCUSO","ICUSLISCUSO","IISCI2SSLCO","IISCI2SSRCO","ICUSLISCUSLO","ICUSLISCUSRO","ICUSRISCUSLO"]
1323 ["ICRSISCUSO","ICLSISCUSO","ICLSISCUSLO","ICRI1SC1USO","ICLSISCUSRO","ICRSISCUSUO","ICRSISCUSRO","ICRSISCUSLO"]
1324 ["ICRSICLSSUCRSO","ICLSICRSSUCLSO","ICRSICLSSC1RSO","ICRSICLSSCL1SO","ICLSICRSSC1LSO","ICLSICRSSCR1SO","ICRSICLSSUCRSLO","ICLSICRSSUCLSRO"]
1325 ["ICRC1ISCSLCUSSO","ICRCISCSRC1USSO","ICLC1ISCSRCUSSO","ICLCISCSRCUSUSO"]
1326 ["ICLISCUSLSO","ICRISCUSRSO","ICL1RISCUSSO","ICR1LISCUSSO","ICLISCUSLSLO","ICRISCUSRSRO","IC1RISCUSRSO","IC1LISCUSLSO"]
1327 ["ICLCI3SRCUSSO","ICRCI3SLCUSSO","ICRCI3SLCUSSLO","ICLCI3SRCUSSLO","ICLCI3SRCUSSUO","ICRCI3SRCUSRSO","ICRCI3SLCUSSUO","ICRCI3SLCUSSRO"]
1329 ["ICRCISCSLCUSRSO","ICRCICLSSC1USSO","ICLCISCSRCUSLSO","ICLCICRSSC1USSO"]
132a ["IISCRISC2RSCSO","ICRSC1RISCUSSO","IISCLISC2LSCSO","ICRCRSISCLSCSO","ICRSC1RISCUSSLO","ICRSC1RISCUSSRO","ICRCRSISCLSCSLO","ICRCRSISCLSCSRO"]
132b ["ICRCI3SRCUSSO","ICLCI3SLCUSSO","ICLCI3SLCUSSUO","ICLCI3SLCUSSLO","ICRCI3SLCUSRSO","ICRCI3SRCUSSLO","ICRCI3SRCUSSUO","ICRCI3SRCUSSRO"]
132e ["IC1ISC1RSCUSSO","IC1ISC1LSCUSSO","ICISCLSC1USSO","ICISCRSC1USSO","ICISCRSC1USSRO","ICISCRSC1USSLO","ICISCLSC1USSRO","ICISCLSC1USSLO"]
132f ["ICI2SRCUSSO","IICRSC1USSO","ICI2SLCUSSO","ICI2SLCUSSLO","IICLSC1USSO","ICI2SLCUSSRO","ICI2SRCUSSLO","ICI2SRCUSSRO"]
1331 ["ICR1SISCRSO","ICRSRISCLSLO","ICRSRISCLSUO","ICR1SISCRSLO","ICRSRISCLSO","ICR1SISCRSUO","ICR1SISCRSRO","ICRSRISCLSRO"]
1332 ["IC1LSISCUSO","IC1RSISCUSO","ICRSISC1USO","IC1LSISCUSLO","ICLSISC1USO","IC1LSISCUSRO","IC1RSISCUSLO","IC1RSISCUSRO"]
1333 ["IISISCLSCXO","ICISI2SRSCO","IISISCRSCXO","ICISI2SLSCO","ICISI2SRSCLO","ICISI2SRSCRO","ICISI2SLSCLO","ICISI2SLSCRO"]
1335 ["ICI2SSLCLSCRSO","ICI2SSRCRSCLSO","ICRISISC2LSCLSO","ICLISISC2RSCRSO","ICI2SSRCRSC1RSO","ICI2SSRCRSCLSUO","ICI2SSLCLSC1LSO","ICI2SSLCLSCRSUO"]
1336 ["ICR1SICLSCXSO","ICRSRICRSCXSO","IC1ISCRSCXRSO","IC1ISCLSCXLSO","IC1LSCI1SCLSO","IC1RSCI1SCRSO","IC1LSCI1SCLSRO","IC1RSCI1SCRSLO"]
1337 ["IISISCRSCLSO","IISISCRSC1RSO","ICRISISCRSLSO","IISISCLSC1LSO","IISISCRSCLSUO","IISISCLSCRSUO","ICLISISCLSRSO","IISISCLSCRSO"]
1338 ["ICRIC1RSSCLSO","ICRICLSSUCRSO","ICRICLSSC1RSO","ICRICLSSCL1SO","ICLICRSSC1LSO","ICLICRSSCR1SO","ICRIC1RSSCLSRO","ICRICLSSUCRSLO"]
1339 ["ICR1SICRSCXSO","ICRSRICLSCXSO","IC1ISCRSCXLSO","IC1ISCLSCXRSO","IC1LSCI1SCRSO","IC1RSCI1SCLSO","IC1RSCI1SCLSRO","IC1LSCI1SCRSLO"]
133a ["IC1RSISISCRSCSO","ICLISISC2LSCSO","IC1LSISISCLSCSO","ICRISISC2RSCSO","ICRISISC2RSCSLO","ICRISISC2RSCSRO","ICLISISC2LSCSLO","ICLISISC2LSCSRO"]
133b ["IISISCRSCSO","IISISCLSCSO","ICISCUSLSCSO","ICISCUSRSCSO","IISISC1RSCSO","IISISC1LSCSO","IISISCLSCSRO","IISISCRSCSLO"]
133d ["ICRISISCRSUSO","IC1LISISCRSSRO","ICRISISC1LSSO","IC1RISISCLSSLO","IC1LISISCRSSO","IC1RISISCLSSO","IC1LISISCRSSLO","IC1RISISCLSSRO"]
133e ["IC1LISISCUSSO","ICRISISCUSUSO","IC1RISISCUSSO","ICRSCI2SUSCSO","IC1RISCUSSLCSO","IC1RISCUSSRCSO","IC1LISCUSSRCSO","IC1LISCUSSLCSO"]
133f ["IISCLSCI2SO","IISCRSCI2SO","ICI2SRSCI1SO","ICI2SLSCI1SO","IISCRSCI2SLO","IISCRSCI2SRO","IISCLSCI2SLO","IISCLSCI2SRO"]
1351 ["ICRC2RISCLSSLSO","ICRCRISCRSCLSSO","ICLC2LISCRSSRSO","ICLCR2RISCLSSSO"]
1353 ["ICLISCLSCRSSUO","ICRISCRSCLSSUO","ICRISCRSCLSSO","ICLISCLSCRSSO","ICLISCLSCRSSLO","ICLISCLSCRSSRO","ICRISCRSCLSSLO","ICRISCRSCLSSRO"]
1354 ["ICRC2RISCLSSRSO","ICLC2LISCRSSLSO"]
1355 ["IISCRC2RISCLSSO","IISCLC2LISCRSSO"]
1356 ["IC1RISCLSC1LSSO","IC1LISCRSC1RSSO","ICR1RISCLSCRSSO","ICRISC1LSCLSSO","ICRISCRSUCRSSO","ICRISC1LSCLSSRO","ICRISCRSUCRSSLO","ICRISCRSUCRSSRO"]
1357 ["ICRSICRSSCLSO","ICRSICRSSUCRSO","ICLSICLSSUCLSO","ICLSICLSSCRSO","ICRSICRSSC1RSO","ICRSICRSSCLSUO","ICLSICLSSC1LSO","ICLSICLSSCRSUO"]
1359 ["IC1RISC1RSCRSSO","IC1RISCLSUCLSSO","ICR1LISCRSCLSSO","ICLISCLSC1LSSO","ICRISCRSC1RSSO","ICRISCRSC1RSSRO","ICL1RISCLSCRSSO","ICLISCLSC1LSSLO"]
135b ["ICRSICRSCLSSCSO","ICLSICLSCRSSCSO"]
135c ["IC1LISCRSCLSSO","IC1RISCLSCRSSO","IC1RISCLSCRSSLO","ICLISCLSCRSUSO","IC1RISCLSCRSSRO","IC1LISCRSCLSSLO","ICRISCRSCLSUSO","IC1LISCRSCLSSRO"]
135d ["ICRICRSSC22RSSO","ICRICRSSC2SL1SO","ICLICLSSC22LSSO","ICLICLSSC2SR1SO"]
135f ["ICRI1ISCRSCLSSO","ICLI1ISCLSCRSSO"]
1362 ["ICRCICR2SSSO","ICRCI1SCLSLSO","ICRISC2L2SSO","ICRCICR2SSSLO","ICLISC2R2SSO","ICRSCLISCL2SO","ICLCICL2SSSO","ICRISC2L2SSLO"]
1363 ["ICRSICLSCXSO","ICRSCICL3SSO","ICRSCICL3SSRO","ICRSICLSCXSLO","ICRSCICL3SSLO","ICRSCICL3SSUO","ICRSICLSCXSUO","ICRSICLSCXSRO"]
1364 ["IC1LSISCLSO","IC1RSISCRSO","ICRSISC1RSO","ICRSISCL1SO","ICLSISCR1SO","ICLSISC1LSO","IC1LSISCLSRO","IC1RSISCRSLO"]
1365 ["ICRC2RISCRCSSSO","ICLC2LISCLCSSSO"]
1366 ["ICRC2SI1SCLSO","ICRSCIC3RSUSO","ICRSCICUSR2SO","ICRSCIISC3RSO","IC1RSCICUSL1SO","ICLSCIISC3LSO","ICUSLICLSCXSO","IC1LSCICUSR1SO"]
1367 ["ICRSISCLSUCLSO","ICRSCISCL2SSO","ICRSISCLSCRSO","IC1RISCRCSSLSO","IC1LISCLCSSRSO","ICR1RISCRCSSSO","ICRSCISCL2SSRO","ICRSISCLSC1LSO"]
136b ["ICRSCICL3SSSO","ICRSCICL3SSSUO","ICRSCLISC2RSSO","IC1RCICL2SSSSO","ICLSCICR3SSSO","ICRCISC3L3SSSO","ICLSCICR3SSSUO","IC1LCICR2SSSSO"]
136c ["IC1LSCICL2SSO","IC1LSICLSCXSO","IC1LSCICL2SSRO","IC1RSCICR2SSLO","IC1RSCICR2SSO","IC1RSICRSCXSO","IC1RSCICR2SSRO","IC1LSCICL2SSLO"]
136d ["ICRSCISC2RSSO","ICRSCISCSL1SO","IC1RISCRCSSSO","IC1RISCRCSSSLO","IC1LISCLCSSSO","ICLSCISCSR1SO","ICRISCLCSSUSO","IC1LISCLCSSSRO"]
136e ["ICRSCICRSSU1SO","ICRSCIC3RSRSSO","ICLSCICUSL2SSO","ICLSCIC3LSLSSO","ICR1RCICL2SSSSO","ICRSCLIC3RSUSSO","ICRSCIC3RSRSSLO","ICRC2SICLSSU1SO"]
136f ["ICRCII2SCLSSO","ICRCIICR3SSSO","IICI2SLCXRSSO","ICRCIICR3SSSLO","IICI2SRCXLSSO","IICRI2SRCXSSO","IICLI2SLCXSSO","ICRCII2SCLSSRO"]
1371 ["ICISCRSC22LSSO","ICISCLSC22RSSO","ICUSRCI1SCRSUSO","ICUSRCICL2SSLSO","ICUSLCI1SCLSUSO","ICUSLCICR2SSRSO","ICISCRSC22LSSLO","ICISCLSC22RSSRO"]
1372 ["ICRSCI2SCLC2SSO","ICRC2SSICLSCXSO","ICRISCRSLSLCRSO","ICLISCLSRSRCLSO"]
1373 ["ICUISCRSCLSSO","ICUISCLSCRSSO","IC1ISCRSCLSUSO","IC1ISCLSCRSUSO","ICUISCRSCLSSRO","ICUISCRSCLSSLO","ICUISCLSCRSSRO","ICUISCLSCRSSLO"]
1374 ["ICRC2LI2SSCLSO","ICRC2RISCR2SSO","ICRC2RISC1L3SSO","ICRC2RISCR2SSLO","ICRC2RISCR2SSUO","ICRC2RISCR2SSRO","ICRC2LI2SSCLSLO","ICRC2LI2SSCLSRO"]
1375 ["ICRSRICLSSCRSO","ICR1SICRSSCLSO","ICISCL2SSRCRSO","ICISCR2SSLCLSO","ICR1SICRSSC1RSO","ICR1SICRSSCLSUO","ICRSRICLSSC1LSO","ICRSRICLSSCRSUO"]
1376 ["ICI2SLSCLSO","ICI2SRSCRSO","IICRSSC1RSO","IICRSSCL1SO","IICLSSC1LSO","IICLSSCR1SO","ICI2SLSCLSRO","ICI2SRSCRSLO"]
1377 ["IISCLISCLSRSO","IISCR1RISCLSSO","IISCRISCRSLSO","IISCRISCRSLSRO","IISC1RISCL1SSO","IISC1RISCLSLSO","IISCRISCRSLSLO","IISCLISCLSRSRO"]
1379 ["ICI2SRC21LSSO","ICR1ISCRSCLSSO","ICRI1SC22LSSO","ICRI1SC22LSSLO","ICLI1SC22RSSO","ICRI2SRCL22SSO","ICI2SLC21RSSO","ICLI1SC22RSSRO"]
137a ["ICRISC2SRC1LSSO","ICLISC2SRCRSUSO"]
137b ["ICRISCI3SLCRSSO","ICLISCI3SRCLSSO"]
137c ["IC1ISCRSCLSSUO","IC1ISCRSCLSSO","IC1ISCLSCRSSO","IC1ISCLSCRSSUO","IC1ISCRSCLSSLO","IC1ISCRSCLSSRO","IC1ISCLSCRSSLO","IC1ISCLSCRSSRO"]
137d ["ICRISCI3SRCLSSO","ICLISCI3SLCRSSO","ICIISCRSC3SL1SO","ICIISCLSC3SR1SO"]
137f ["IICRISCRSLSSO","ICISCI3SRCLSSO","ICISCI3SLCRSSO","IICLISCLSRSSO","ICI2ISCRSCLSSO","ICI2ISCLSCRSSO","IICRISCRSLSSLO","IICLISCLSRSSRO"]
1391 ["IC1LSISCRSO","IC1RSISCLSO","ICRSISC1LSO","ICRSISCR1SO","IC1LSISCRSLO","ICLSISC1RSO","ICLSISCL1SO","IC1RSISCLSRO"]
1393 ["ICLSCICL3SSO","ICLSCICL3SSRO","ICRSCICR3SSLO","ICRSCICR3SSO","ICRSCICR3SSUO","ICRSCICR3SSRO","ICLSCICL3SSUO","ICLSCICL3SSLO"]
1395 ["ICRC2RISCLCSSSO","ICLC2LISCRCSSSO"]
1397 ["ICRSCISC2LSSO","ICRSCISCSR1SO","IC1RISCLCSSSO","IC1RISCLCSSSRO","IC1LISCRCSSSO","IC1LISCRCSSSLO","ICRISCRCSSUSO","ICLSCISCSL1SO"]
1398 ["ICLICRSSCRSO","ICRICLSSCLSO","ICRSCLISCR2SO","ICRCI1SCRSLSO","ICRCICR3SSUSO","ICRSCLISC2LSO","ICRICLSSCLSRO","ICRISCL22RSSO"]
1399 ["ICRC2SI1SCRSO","ICRSCIC3LSUSO","ICUSRICLSCXSO","ICRSCICUSL2SO","ICRSCIISC3LSO","IC1RSCICUSR1SO","ICLSCIISC3RSO","IC1LSCICUSL1SO"]
139a ["ICRSISCSLCLSCSO","ICLSISCSRCRSCSO"]
139b ["ICLSICLSSCSO","ICRSICRSSCSO","ICRSICRSSUCSO","ICRSICRSSCSLO","ICRSICRSSCSRO","ICLSICLSSUCSO","ICLSICLSSCSRO","ICLSICLSSCSLO"]
139c ["IC1LSCICR2SSO","IC1LSICRSCXSO","IC1RSCICL2SSRO","IC1RSICLSCXSRO","IC1RSCICL2SSO","IC1RSICLSCXSLO","IC1RSCICL2SSLO","IC1RSICLSCXSO"]
139d ["ICRISCRCSSLSRO","ICR1RISCLCSSSO","IC1RCI3SSLSCSO","ICRISCRCSSLSO","ICRISCRCSSLSLO","IC1RISCLCSSLSO","ICLISCLCSSRSRO","ICLISCLCSSRSO"]
139e ["ICRSCRISCSL1SO","IC1RICRSSCRSSO","IC1LICLSSCLSSO","ICLSCIC3RSRSSO","ICRCICR3SSUSSO","ICLSCRISCSL1SO","ICRSCLISC2LSSO","ICRSCIC3LSLSSO"]
139f ["ICRCII2SCRSSO","ICLCII2SCLSSO","IICI2SLCXLSSO","ICLCII2SCLSSRO","IICI2SRCXRSSO","IICLI2SRCXSSO","IICRI2SLCXSSO","ICRCII2SCRSSLO"]
13a2 ["ICLCLISCRSCSSO","ICRCRISCLSCSSO","ICRC2RISCUSSLSO","ICRC1ISCLSCSLSO","ICRCRISCLSCSSUO","ICRCRISCLSCSSRO","ICLC1ISCRSCSRSO","ICLCLISCRSCSSUO"]
13a3 ["ICLCXISCRSCSSO","ICRCXISCLSCSSO","ICRCXISCLSCSSLO","ICRCXISCLSCSSUO","ICRCXISCLSCSSRO","ICLCXISCRSCSSLO","ICLCXISCRSCSSUO","ICLCXISCRSCSSRO"]
13a6 ["IC1RSCLICRSSCSO","IC1LSCRICLSSCSO","ICRCXISCLSCSRSO","ICRCISC3RSCSRSO"]
13a7 ["ICLSICRSSCSO","ICRSICLSSUCSO","ICRSICLSSCSO","ICRSICLSSCSLO","ICRSICLSSCSRO","ICLSICRSSUCSO","ICLSICRSSCSRO","ICLSICRSSCSLO"]
13a8 ["ICRC2RISCUSSRSO","ICRC1RISCRSCSSO","ICRC1ISCLSCSRSO","ICRCRISCLSUCSSO","ICRCL1ISCLSCSSO","ICLC2LISCUSSLSO","ICLC1ISCRSCSLSO","ICLCRISC1RSCSSO"]
13a9 ["ICRCXISCLSCSLSO","ICRCISC3RSCSLSO"]
13aa ["IC1RSCLISCRSCSO","IC1LSCRISCLSCSO","IISCRCI3SSLC2SO","IISCLCI3SSRC2SO"]
13ab ["ICLSISCRSCSO","ICRSISCLSCSO","ICRSISCLSUCSO","ICRSISCLSCSLO","ICRSISCLSCSRO","ICLSISCRSUCSO","ICLSISCRSCSRO","ICLSISCRSCSLO"]
13ac ["IC1RCXISCRSCSSO","ICLCISC3LSCSSO","IC1LCXISCLSCSSO","ICRCISC3RSCSSO","ICRCISC3RSCSSLO","ICRCISC3RSCSSRO","ICLCISC3LSCSSLO","ICLCISC3LSCSSRO"]
13ae ["ICRCI3SSRSUCSO","ICLCI3SSLSCSO","ICRCI3SSRSCSO","ICLCI3SSLSUCSO","ICLCI3SSLSCSRO","ICRCI3SSRSCSLO","ICRCI3SSRSCSRO","ICLCI3SSLSCSLO"]
13af ["ICRCI2SICLSSCSO","ICRI2SRCI3SSCSO","ICRI1SCI3SRSCSO","ICLCI2SICRSSCSO"]
13b1 ["IC1RSCISCLSCSSO","IC1LSCISCRSCSSO","ICRSCI2SCRC2SSO","ICRC2ISC1LSCSSO","ICRC2ISCLSUCSSO","ICRCU2ISCLSCSSO","ICLC2ISC1RSCSSO","ICLC2ISCRSUCSSO"]
13b2 ["ICUSRCICL3SSSO","ICUSLCICR3SSSO","ICRC2ISCRSUCSSO","ICRC12ISCLSCSSO","ICRCU2ISCRSCSSO","ICUSRCIC1R2SSSO","ICUSRCICL3SSSUO","ICUSLCICR3SSSLO"]
13b3 ["ICUISCLSCSSRO","ICRSICUSSRCSO","ICUISCRSCSSO","ICUISCLSCSSO","ICRSICUSSLCSO","IC1ISCRSUCSSO","IC1ISCLSUCSSO","ICUISCLSCSSLO"]
13b5 ["ICRISC2SRSUCSO","ICLISC2SLSCSO","ICLISC2SLSUCSO","ICRISC2SRSCSO","ICLISC2SLSCSLO","ICLISC2SLSCSRO","ICRISC2SRSCSLO","ICRISC2SRSCSRO"]
13b6 ["ICR1SICLSSCSO","ICRSRICRSSCSO","ICISCRSUCSSRO","ICISCRSUCSSO","ICISCLSUCSSO","IC1UISCLSCSSO","ICISCLSUCSSLO","IC1UISCRSCSSO"]
13b7 ["ICRCISICUSLSCSO","ICLCISICUSRSCSO"]
13b8 ["ICRC2I2SSLCLSO","ICRC2RI2SSCRSO","ICRC2ISCRSCSSO","ICRC2RI3SSC1LSO","ICRC2RI2SSCRSLO","ICRC2RI2SSCRSUO","ICLC2ISCLSCSSO","ICRC2I2SSLCLSRO"]
13b9 ["ICISCLSCSSLO","ICISCRSCSSRO","ICISCRSCSSO","ICISCLSCSSO","ICISCLSCSSRO","ICISCRSCSSLO","ICISCRSCSSUO","ICISCLSCSSUO"]
13ba ["ICR1SISCLSCSO","ICRSRISCRSCSO","ICR1SISCLSUCSO","ICR1SISC1RSCSO","ICLSRISCRSCSO","ICRSRISCRSUCSO","ICRSRISC1LSCSO","ICRSLISCLSCSO"]
13bb ["IISCRISCUSLSO","IISCLISCUSRSO","ICLII2SSCRSCSO","ICRII2SSCLSCSO","IISC1RISCUSLSO","IISCLISCUSRSRO","IISC1LISCUSRSO","IISCRISCUSLSLO"]
13bc ["ICISC2LSCSSO","IC1ISCRSCSSLO","ICISC2RSCSSO","IC1ISCLSCSSLO","IC1ISCRSCSSRO","IC1ISCRSCSSO","IC1ISCLSCSSRO","IC1ISCLSCSSO"]
13bd ["ICLCIISCRSSCSO","ICLISCI3SRSCSO","ICRCIISCLSSCSO","ICRISCI3SLSCSO","ICRC1ISICRSSCSO","ICRCUISICLSSCSO","ICRCIISCLSSUCSO","ICRISCI3SLSCSLO"]
13be ["ICLISCI3SLSCSO","ICRISCI3SRSCSO","ICRC1ISICLSSCSO","ICRCUISICRSSCSO","ICRCISICUSSRCSO","ICRCISICUSSLCSO","ICRCISICUSRSCSO","ICLCISICUSSLCSO"]
13bf ["IIISCRSSCSO","IIISCLSSCSO","ICIISCRSSCSO","ICIISCLSSCSO","IISCI2SRSCSO","IISCI2SLSCSO","IIISCLSSCSRO","IIISCRSSCSLO"]
13d1 ["ICRISC1LSC2SRSO","ICRISCRSUC2SLSO"]
13d3 ["ICLCLI2SSCSSO","ICRCRI2SSCSSO","IC1RCI2SRSCSSO","IC1LCI2SLSCSSO","ICRCRI2SSCSSRO","ICRCRI2SSCSSLO","ICLCLI2SSCSSRO","ICLCLI2SSCSSLO"]
13d4 ["ICRISC1LSC2SLSO","ICRISCRSUC2SRSO"]
13d5 ["ICRISC1R2SCLSSO","ICRISCR2SCRSUSO","ICLISC1L2SCRSSO","ICLISCRISC1LSSO"]
